信号级别,AUTOSENTCOUNT,发布内容,入库时间,自动检测消息发布状态,信号编号,同步编号,信号发布签发人,记录编号,发布时间,"发布状态(发布/取消)",AUTOSENTFLAG,信号影响区域,信号类型,记录序号,自动检测循环次数
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-06-17 02:25:00;.【深圳市解除分区雷雨大风黄色预警信号、解除分区暴雨黄色预警信号】我市西部地区风雨减弱，深圳市气象台2025年06月17日19时03分解除宝安区、光明区、龙华区、珠江口和南山区（西丽街道）雷雨大风黄色预警信号和暴雨黄色预警信号，市民仍需注意远离河道和危险边坡等。","	2025-06-17 19:04:41",0,43,AAA30mAAcAACpFgAAR,-,104628,"	2025-06-17 19:03:00",取消,0,西丽、宝安区、光明区、龙华区、珠江口,雷雨大风,109025,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-06-17 02:25:00;.【深圳市解除分区雷雨大风黄色预警信号、解除分区暴雨黄色预警信号】我市西部地区风雨减弱，深圳市气象台2025年06月17日19时03分解除宝安区、光明区、龙华区、珠江口和南山区（西丽街道）雷雨大风黄色预警信号和暴雨黄色预警信号，市民仍需注意远离河道和危险边坡等。","	2025-06-17 19:04:41",0,42,AAA30mAAcAACpFQAAP,-,104627,"	2025-06-17 19:03:00",取消,0,西丽、宝安区、光明区、龙华区、珠江口,暴雨,109024,0
黄色,0,"【深圳市分区雷雨大风黄色预警信号、分区暴雨黄色预警信号】深圳市气象台2025年06月17日14时27分在宝安区、光明区、龙华区、珠江口和南山区（西丽街道）发布雷雨大风黄色和暴雨黄色预警信号，预计2-3小时内有20-40毫米降水，并伴8级左右阵风，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。请落实各项防风防雷电措施。","	2025-06-17 14:30:26",0,43,AAA30mAAcAACpFMAAQ,-,104625,"	2025-06-17 14:27:00",发布,0,西丽、宝安区、光明区、龙华区、珠江口,雷雨大风,109022,0
黄色,0,"【深圳市分区雷雨大风黄色预警信号、分区暴雨黄色预警信号】深圳市气象台2025年06月17日14时27分在宝安区、光明区、龙华区、珠江口和南山区（西丽街道）发布雷雨大风黄色和暴雨黄色预警信号，预计2-3小时内有20-40毫米降水，并伴8级左右阵风，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。请落实各项防风防雷电措施。","	2025-06-17 14:30:26",0,42,AAA30mAAcAACpFMAAR,-,104626,"	2025-06-17 14:27:00",发布,0,西丽、宝安区、光明区、龙华区、珠江口,暴雨,109023,0
橙色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-06-17 02:25:00;.【深圳市解除暴雨橙色预警信号】目前我市降雨减弱，深圳市气象台2025年06月17日10时30分解除全市暴雨橙色预警信号，市民仍需注意远离河道和危险边坡等。","	2025-06-17 10:32:56",0,41,AAA30mAAcAACpFMAAP,-,104624,"	2025-06-17 10:30:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,暴雨,109021,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,暴雨,橙色,2025-06-17 08:30:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-06-17 02:25:00;.【深圳市暴雨橙色预警信号扩展至全市】过去6小时，我市中西部地区已达暴雨，预计未来3小时强降雨区向我市东部地区扩展，还将出现30-50毫米降水，深圳市气象台2025年06月17日08时30分将暴雨橙色预警信号扩展至全市，全市进入暴雨防御状态，请远离低洼易涝等危险区域，全市山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-06-17 08:29:58",0,40,AAA30mAAcAACpFMAAO,-,104623,"	2025-06-17 08:30:00",取消,0,"罗湖区、盐田区、龙华区、龙岗区、坪山区、大鹏新区、珠江口、深圳湾、大鹏湾、大亚湾",暴雨,109020,0
橙色,0,"【深圳市暴雨橙色预警信号扩展至全市】过去6小时，我市中西部地区已达暴雨，预计未来3小时强降雨区向我市东部地区扩展，还将出现30-50毫米降水，深圳市气象台2025年06月17日08时30分将暴雨橙色预警信号扩展至全市，全市进入暴雨防御状态，请远离低洼易涝等危险区域，全市山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-06-17 08:29:58",0,41,AAA30mAAcAACpFMAAN,-,104622,"	2025-06-17 08:30:00",发布,0,"罗湖区、盐田区、龙华区、龙岗区、坪山区、大鹏新区、珠江口、深圳湾、大鹏湾、大亚湾",暴雨,109019,0
橙色,0,"【深圳市分区暴雨黄色预警信号升级为橙色】受海上回波东移影响，预计未来1-2小时我市中西部还将出现30-50毫米降水，深圳市气象台2025年06月17日08时00分在南山区和福田区发布暴雨橙色预警信号，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-06-17 08:07:00",0,41,AAA30mAAcAACpFMAAL,-,104620,"	2025-06-17 08:00:00",发布,0,南山区、福田区,暴雨,109017,0
黄色,0,"罗湖区、盐田区、龙华区、龙岗区、坪山区、大鹏新区、珠江口、深圳湾、大鹏湾、大亚湾,暴雨,黄色,2025-06-17 03:42:00;南山区、福田区、宝安区、光明区,暴雨,橙色,2025-06-17 08:00:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-06-17 02:25:00;.【深圳市分区暴雨黄色预警信号升级为橙色】受海上回波东移影响，预计未来1-2小时我市中西部还将出现30-50毫米降水，深圳市气象台2025年06月17日08时00分在南山区和福田区发布暴雨橙色预警信号，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-06-17 08:07:00",0,40,AAA30mAAcAACpFMAAM,-,104621,"	2025-06-17 08:00:00",取消,0,南山区、福田区,暴雨,109018,0
黄色,0,"【深圳市分区暴雨黄色预警信号扩展至全市】预计罗湖区、福田区、盐田区、龙岗区、坪山区、大鹏新区、大鹏湾和大亚湾2小时内将出现30-50毫米降水，深圳市气象台2025年06月17日03时42分将分区暴雨黄色预警信号扩展至全市，全市处于暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-06-17 03:44:45",0,40,AAA30mAAcAACpFMAAK,-,104619,"	2025-06-17 03:42:00",发布,0,"罗湖区、福田区、盐田区、龙岗区、坪山区、大鹏新区、大鹏湾、大亚湾",暴雨,109016,0
黄色,0,"南山区、龙华区、珠江口、深圳湾,暴雨,黄色,2025-06-17 02:25:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,,2025-06-17 02:25:00;宝安区、光明区,暴雨,橙色,2025-06-17 02:51:00;.【深圳市分区暴雨黄色预警信号升级为橙色】目前影响我市西部的雷雨云团有所加强，深圳市气象台2025年06月17日02时51分在宝安和光明区发布暴雨橙色预警信号，累计雨量50-80毫米，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-06-17 02:55:07",0,40,AAA30mAAcAACpFMAAJ,-,104618,"	2025-06-17 02:51:00",取消,0,宝安区、光明区,暴雨,109015,0
橙色,0,"【深圳市分区暴雨黄色预警信号升级为橙色】目前影响我市西部的雷雨云团有所加强，深圳市气象台2025年06月17日02时51分在宝安和光明区发布暴雨橙色预警信号，累计雨量50-80毫米，全市进入暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-06-17 02:55:07",0,41,AAA30mAAcAACpFIAAT,-,104617,"	2025-06-17 02:51:00",发布,0,宝安区、光明区,暴雨,109014,0
-,0,"【深圳市分区暴雨黄色预警信号和全市雷电预警信号】受加强的西南季风影响，深圳市气象台2025年06月17日02时25分在南山区、宝安区、光明区、龙华区、珠江口和深圳湾发布暴雨黄色预警信号，在全市发布雷电预警信号，预计2小时内我市中西部地区将出现40-60毫米降水，并伴有雷电活动和7级左右短时大风。市民停留在安全地方。全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-06-17 02:29:55",0,41,AAA30mAAcAACpFIAAR,-,104615,"	2025-06-17 02:25:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109012,0
黄色,0,"【深圳市分区暴雨黄色预警信号和全市雷电预警信号】受加强的西南季风影响，深圳市气象台2025年06月17日02时25分在南山区、宝安区、光明区、龙华区、珠江口和深圳湾发布暴雨黄色预警信号，在全市发布雷电预警信号，预计2小时内我市中西部地区将出现40-60毫米降水，并伴有雷电活动和7级左右短时大风。市民停留在安全地方。全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-06-17 02:29:55",0,40,AAA30mAAcAACpFIAAS,-,104616,"	2025-06-17 02:25:00",发布,0,南山区、宝安区、光明区、龙华区、珠江口、深圳湾,暴雨,109013,0
黄色,0,"【深圳市解除所有暴雨预警信号和雷电预警信号】强降雨趋于结束，深圳市气象台2025年06月16日22时00分解除所有暴雨预警信号和雷电预警信号，市民仍需注意远离河道和危险边坡等。","	2025-06-16 22:00:01",0,34,AAA30mAAcAACpFmAAF,-,104614,"	2025-06-16 22:00:00",取消,0,"罗湖区、南山区、福田区、西乡、新安、龙华区、龙岗区",暴雨,109011,0
橙色,0,"【深圳市解除所有暴雨预警信号和雷电预警信号】强降雨趋于结束，深圳市气象台2025年06月16日22时00分解除所有暴雨预警信号和雷电预警信号，市民仍需注意远离河道和危险边坡等。","	2025-06-16 22:00:01",0,33,AAA30mAAcAACpFiAAP,-,104613,"	2025-06-16 22:00:00",取消,0,"松岗、石岩、福永、沙井、航城、福海、新桥、燕罗、光明区",暴雨,109010,0
-,0,"【深圳市解除所有暴雨预警信号和雷电预警信号】强降雨趋于结束，深圳市气象台2025年06月16日22时00分解除所有暴雨预警信号和雷电预警信号，市民仍需注意远离河道和危险边坡等。","	2025-06-16 22:00:01",0,35,AAA30mAAcAACpFiAAO,-,104612,"	2025-06-16 22:00:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109009,0
黄色,0,"【深圳市分区暴雨黄色预警信号、全市雷电预警信号】预计罗湖区、南山区、福田区、龙华区、龙岗区和宝安区（西乡、新安街道）2小时内将出现40毫米左右降水，深圳市气象台2025年06月16日20时05分在上述区域发布暴雨黄色预警信号，同时发布全市雷电预警信号，预计2小时内全市将受雷电影响。市民停留在安全地方。全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-06-16 20:07:29",0,34,AAA30mAAcAACpEJAAL,-,104610,"	2025-06-16 20:05:00",发布,0,"罗湖区、南山区、福田区、西乡、新安、龙华区、龙岗区",暴雨,109007,0
-,0,"【深圳市分区暴雨黄色预警信号、全市雷电预警信号】预计罗湖区、南山区、福田区、龙华区、龙岗区和宝安区（西乡、新安街道）2小时内将出现40毫米左右降水，深圳市气象台2025年06月16日20时05分在上述区域发布暴雨黄色预警信号，同时发布全市雷电预警信号，预计2小时内全市将受雷电影响。市民停留在安全地方。全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-06-16 20:07:29",0,35,AAA30mAAcAACpEJAAM,-,104611,"	2025-06-16 20:05:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,雷电,109008,0
黄色,0,"松岗、石岩、福永、沙井、航城、福海、新桥、燕罗、光明区,暴雨,橙色,2025-06-16 19:13:00;.【深圳市分区暴雨橙色预警信号】我市西北部部分街道已出现50毫米左右小时降水，预计未来2小时内将出现40毫米左右降水，深圳市气象台将光明区和宝安区（松岗、石岩、福永、沙井、航城、福海、新桥、燕罗街道）升级为暴雨橙色预警信号，全市进入暴雨防御状态，上述区域山洪风险较大，请远离低洼易涝等危险区域，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-06-16 19:14:21",0,32,AAA30mAAcAACpEJAAK,-,104609,"	2025-06-16 19:13:00",取消,0,松岗、沙井、新桥、燕罗、光明区,暴雨,109006,0
橙色,0,"【深圳市分区暴雨橙色预警信号】我市西北部部分街道已出现50毫米左右小时降水，预计未来2小时内将出现40毫米左右降水，深圳市气象台将光明区和宝安区（松岗、石岩、福永、沙井、航城、福海、新桥、燕罗街道）升级为暴雨橙色预警信号，全市进入暴雨防御状态，上述区域山洪风险较大，请远离低洼易涝等危险区域，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-06-16 19:14:21",0,33,AAA30mAAcAACpEJAAJ,-,104608,"	2025-06-16 19:13:00",发布,0,"松岗、石岩、福永、沙井、航城、福海、新桥、燕罗、光明区",暴雨,109005,0
黄色,0,"【深圳市分区暴雨黄色预警信号】预计光明区和宝安区（松岗、沙井、新桥、燕罗街道）2小时内将出现30-50毫米降水，并可伴有7-8级短时大风，深圳市气象台2025年06月16日17时22分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-06-16 17:24:20",0,32,AAA30mAAcAACpEJAAI,-,104607,"	2025-06-16 17:22:00",发布,0,松岗、沙井、新桥、燕罗、光明区,暴雨,109004,0
蓝色,0,"【深圳市解除台风蓝色预警信号】“蝴蝶”已减弱逐渐远离我市，深圳市气象台2025年06月15日14时20分解除全市台风蓝色预警信号。","	2025-06-15 14:20:47",0,15,AAA30mABCAACLd7AAT,-,104606,"	2025-06-15 14:20:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,109003,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,蓝色,2025-06-13 20:00:00;.【深圳市解除分区暴雨黄色预警信号】强降雨暂歇，但仍有间歇性阵雨，深圳市气象台2025年06月14日16时45分解除南山区、福田区、宝安区、光明区、龙华区、珠江口和深圳湾暴雨黄色预警信号，市民仍需注意远离河道和危险边坡等。","	2025-06-14 16:44:42",0,16,AAA30mABCAACLd7AAS,-,104605,"	2025-06-14 16:45:00",取消,0,"南山区、福田区、宝安区、光明区、龙华区、珠江口、深圳湾",暴雨,109002,0
黄色,0,"【深圳市分区暴雨黄色预警信号】预计南山区、福田区、宝安区、光明区、龙华区、珠江口和深圳湾3小时内将出现30-50毫米降水，深圳市气象台2025年06月14日11时45分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-06-14 11:42:46",0,16,AAA30mABCAACLdeAAK,-,104604,"	2025-06-14 11:45:00",发布,0,"南山区、福田区、宝安区、光明区、龙华区、珠江口、深圳湾",暴雨,109001,0
